"시도별",2021,2022,2023 p)
"전국",23726,24971,25536
"서울특별시",27119,28187,29372
"부산광역시",22338,23730,24026
"대구광역시",22197,23425,23760
"인천광역시",23053,24387,24665
"광주광역시",23649,25203,25378
"대전광역시",24774,26158,26493
"울산광역시",25672,27079,28102
"세종특별자치시",25346,25854,25995
"경기도",23962,25248,25696
"강원특별자치도",22104,23029,23326
"충청북도",22873,24181,24667
"충청남도",22047,23176,23647
"전북특별자치도",22029,23633,24157
"전라남도",22270,23748,24604
"경상북도",21251,22426,22921
"경상남도",21262,22447,22769
"제주특별자치도",21396,22481,22893
